hfpxzc hre,Latitude,Longitude,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,W4Efsd 3,W4Efsd 4,W4Efsd 5,EgL07d src,R8c4Qb
https://www.google.com/maps/place/Vesu+Police+Station/data=!4m7!3m6!1s0x3be04d39f6cda987:0x932af78ac6c2c0f3!8m2!3d21.1666166!4d72.8028913!16s%2Fg%2F11s94h5yxg!19sChIJh6nN9jlN4DsR88DCxor3KpM?authuser=0&hl=en&rclk=1,21.141776100000001,72.770941500000006,Vesu Police Station,4.500000000000000,"-2",State police,·,"G 49 vip plaza panas, Vesu Canal Rd",,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Surat+City+Traffic+Udhana+Branch/data=!4m7!3m6!1s0x3be04e42346f535f:0xa05ffa060f47f801!8m2!3d21.183714!4d72.8306369!16s%2Fg%2F1260zr0vk!19sChIJX1NvNEJO4DsRAfhHDwb6X6A?authuser=0&hl=en&rclk=1,21.183713999999998,72.830636900000002,Surat City Traffic Udhana Branch,2.500000000000000,"-4",Police department,·,"5RMJ+F7J, Surat City Traffic Udhana Branch, Jay Prakash Narayan Marg",·,Open,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
"https://www.google.com/maps/place/Railway+Protection+Force,+Udhna/data=!4m7!3m6!1s0x3be04fcd1e140001:0x56da7e3494abc138!8m2!3d21.1704396!4d72.8533249!16s%2Fg%2F11sscs7qcb!19sChIJAQAUHs1P4DsROMGrlDR-2lY?authuser=0&hl=en&rclk=1",21.170439600000002,72.853324900000004,"Railway Protection Force, Udhna",,,Police department,·,5VC3+58G,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Police+Chowki+-+Unn/data=!4m7!3m6!1s0x3be05057b95a1a51:0xaa2c9e6812546b91!8m2!3d21.1135716!4d72.8609285!16s%2Fg%2F1q5hr6brx!19sChIJURpauVdQ4DsRkWtUEmieLKo?authuser=0&hl=en&rclk=1,6.866602000000000,7.411526300000000,Police Chowki - Unn,4.000000000000000,"-3",Police station,·,"108, Tirupati Nagar Main Rd",,Open,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Icchapore+Police+Station/data=!4m7!3m6!1s0x3be04d2ab6489dc1:0xa40f4c4ea16b8ecb!8m2!3d21.1859436!4d72.7102245!16s%2Fg%2F11c0t44zd6!19sChIJwZ1ItipN4DsRy45roU5MD6Q?authuser=0&hl=en&rclk=1,21.185943600000002,72.710224499999995,Icchapore Police Station,3.900000000000000,"-19",Police station,·,"5PP6+93H, Hazira - Adajan Road, Kavas",0261 286 0197,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Chhaprabhatha+Police+station/data=!4m7!3m6!1s0x3be049cc65386d01:0x4e67080d70a8b516!8m2!3d21.2504738!4d72.8554152!16s%2Fg%2F11rsslk6k3!19sChIJAW04ZcxJ4DsRFrWocA0IZ04?authuser=0&hl=en&rclk=1,21.250473800000002,72.855415199999996,Chhaprabhatha Police station,4.000000000000000,"-3",Government office,·,336 h4 aavas,,Open now,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
"https://www.google.com/maps/place/Patel+Nagar+Police+Choky,+Udhna+Police+Station/data=!4m7!3m6!1s0x3be04e25cc81e077:0x3ec52aebf7bc8ce7!8m2!3d21.1613447!4d72.8351035!16s%2Fg%2F11c31rl1tb!19sChIJd-CBzCVO4DsR54y89-sqxT4?authuser=0&hl=en&rclk=1",21.161344700000001,72.835103500000002,"Patel Nagar Police Choky, Udhna Police Station",3.500000000000000,"-2",Civil police,·,"5R6P+G2Q, Asha Nagar 2nd Rd",,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Anjana+Police+Chowki/data=!4m7!3m6!1s0x3be04fbc26f6bd79:0xb76b0022df0caa0a!8m2!3d21.1847259!4d72.8504548!16s%2Fg%2F11p12l6nbw!19sChIJeb32JrxP4DsRCqoM3yIAa7c?authuser=0&hl=en&rclk=1,21.184725900000000,72.850454799999994,Anjana Police Chowki,5.000000000000000,"-2",Government office,·,Mithi Khadi Rd,·,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Sachin+Police+Station/data=!4m7!3m6!1s0x3be050bdd33bbac3:0x3b08630f82ebc9c3!8m2!3d21.0873901!4d72.8815754!16s%2Fg%2F12334bqqh!19sChIJw7o7071Q4DsRw8nrgg9jCDs?authuser=0&hl=en&rclk=1,21.087390100000000,72.881575400000003,Sachin Police Station,3.500000000000000,"-28",State police,·,"3VPJ+XJ4, Surat - Navsari Rd",0261 239 2258,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/GIDC+Sachin+Police+Station/data=!4m7!3m6!1s0x3be050f017e7505b:0x64c00b4b67f10ccd!8m2!3d21.1008928!4d72.8640896!16s%2Fg%2F1hjhb6yvs!19sChIJW1DnF_BQ4DsRzQzxZ0sLwGQ?authuser=0&hl=en&rclk=1,21.100892800000000,72.864089600000000,GIDC Sachin Police Station,3.100000000000000,"-23",Police department,·,4V27+9J4,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Godadara+Gam+police+chowki/data=!4m7!3m6!1s0x3be04f19a75c160f:0xcb3c5fe1e134201b!8m2!3d21.1720928!4d72.8794619!16s%2Fg%2F11nx662dxf!19sChIJDxZcpxlP4DsRGyA04eFfPMs?authuser=0&hl=en&rclk=1,21.163142300000001,72.879609099999996,Godadara Gam police chowki,,,Government office,·,"5VCH+RQP, Unnamed Road",,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Kathor+Police+Station/data=!4m7!3m6!1s0x3be0465a4bb27df1:0x3243258a1471e561!8m2!3d21.289181!4d72.9384782!16s%2Fg%2F11c2k38bwy!19sChIJ8X2yS1pG4DsRYeVxFIolQzI?authuser=0&hl=en&rclk=1,21.289180999999999,72.938478200000006,Kathor Police Station,4.400000000000001,"-5",Traffic police station,·,7WQQ+M9H,02621 252 094,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Laskana+Police+Chowki/data=!4m7!3m6!1s0x3be045ddc2813b1d:0x314fc54e457d9fe4!8m2!3d21.2490553!4d72.9239289!16s%2Fg%2F11b8_p7_rw!19sChIJHTuBwt1F4DsR5J99RU7FTzE?authuser=0&hl=en&rclk=1,21.252140799999999,72.929429299999995,Laskana Police Chowki,3.800000000000000,"-24",Police department,·,6WXF+JHF,,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Kadodra+Police+Station/data=!4m7!3m6!1s0x3be044cc797a6d25:0xef8b8406007f5932!8m2!3d21.1710007!4d72.963062!16s%2Fg%2F1v9tyc5j!19sChIJJW16ecxE4DsRMll_AAaEi-8?authuser=0&hl=en&rclk=1,21.171703500000000,72.962671000000000,Kadodra Police Station,2.900000000000000,"-27",Police station,·,"5XC7+C63, Ahmedabad Bombay Highway Near Lakdawala Market",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Traffic+Police+Chowky/data=!4m7!3m6!1s0x3be04bf40507d6bf:0xe5ab22ceba92a043!8m2!3d21.2465714!4d72.7860304!16s%2Fg%2F1hm3f3l88!19sChIJv9YHBfRL4DsRQ6CSus4iq-U?authuser=0&hl=en&rclk=1,36.797231300000000,-86.815063899999998,Traffic Police Chowky,1.000000000000000,"-1",Police department,·,6QWP+JCC,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Althan+Police+Station/data=!4m7!3m6!1s0x3be04e0419f66747:0x467f21195361dad4!8m2!3d21.1585311!4d72.8108636!16s%2Fg%2F11gxsr7d46!19sChIJR2f2GQRO4DsR1NphUxkhf0Y?authuser=0&hl=en&rclk=1,21.155780600000000,72.809171500000005,Althan Police Station,3.600000000000000,"-7",Bus station,,,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Godadara+police+station/data=!4m7!3m6!1s0x3be04f96d0d12ad1:0xc5154978704cdfd2!8m2!3d21.1683932!4d72.8709871!16s%2Fg%2F11qpv0_nrs!19sChIJ0SrR0JZP4DsR0t9McHhJFcU?authuser=0&hl=en&rclk=1,21.168393200000001,72.870987099999994,Godadara police station,4.000000000000000,"-8",Civil police,·,"44, Shirdidham Dakkhan Road",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Mora+Police+Choki/data=!4m7!3m6!1s0x3be1b2545a1287ff:0x363aae5e3244dfde!8m2!3d21.1785664!4d72.6586456!16s%2Fg%2F11f122ylh9!19sChIJ_4cSWlSy4TsR3t9EMl6uOjY?authuser=0&hl=en&rclk=1,21.178566400000001,72.658645600000000,Mora Police Choki,4.200000000000000,"-5",Traffic police station,·,5MH5+CFC,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Althan+Police+Station/data=!4m7!3m6!1s0x3be04d1e17f7b70b:0xc98c79283d394d42!8m2!3d21.1502097!4d72.7962623!16s%2Fg%2F11sbds3hw9!19sChIJC7f3Fx5N4DsRQk05PSh5jMk?authuser=0&hl=en&rclk=1,21.158531100000001,72.810863600000005,Althan Police Station,,,Police academy,·,"16, Ashirwad Villa Society, New City Light Rd, near St. Thomas School",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/District+Sub+Jail/data=!4m7!3m6!1s0x3be04e6a74555555:0xec31e7e010f8becb!8m2!3d21.1806409!4d72.8277303!16s%2Fg%2F11txmz726r!19sChIJVVVVdGpO4DsRy774EODnMew?authuser=0&hl=en&rclk=1,36.797231300000000,-86.815063899999998,District Sub Jail,,,Police department,·,"5RJH+735, GJ SH 6",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Paliwal+Police+Chowky/data=!4m7!3m6!1s0x3be050e63e1ba941:0xc303e4df35b532fd!8m2!3d21.0920741!4d72.8622924!16s%2Fg%2F11bw65vw2w!19sChIJQakbPuZQ4DsR_TK1Nd_kA8M?authuser=0&hl=en&rclk=1,21.092074100000001,72.862292400000001,Paliwal Police Chowky,2.400000000000000,"-5",Police station,·,"3VR6+RWF, Rd Number 6",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Police+Line/data=!4m7!3m6!1s0x3be04dd83ff610b3:0x9c258a92a5d02c66!8m2!3d21.1833465!4d72.8035411!16s%2Fg%2F1jky7mgyt!19sChIJsxD2P9hN4DsRZizQpZKKJZw?authuser=0&hl=en&rclk=1,36.797231300000000,-86.815063899999998,Police Line,,,Athwa,"Surat, Gujarat",,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Jahangirpura+Police+Station/data=!4m7!3m6!1s0x3be04c176e0cfa6d:0xdc9a0a596256915a!8m2!3d21.2224317!4d72.7914639!16s%2Fg%2F11c60ylsgs!19sChIJbfoMbhdM4DsRWpFWYlkKmtw?authuser=0&hl=en&rclk=1,21.222431700000001,72.791463899999997,Jahangirpura Police Station,4.300000000000000,"-6",State police,·,"1/2, Gymkhana Rd",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Singanpore+Police+Station/data=!4m7!3m6!1s0x3be04f359b9c9f6b:0x5f738092b2324f8b!8m2!3d21.2253836!4d72.8050635!16s%2Fg%2F11ql6fqv0f!19sChIJa5-cmzVP4DsRi08yspKAc18?authuser=0&hl=en&rclk=1,36.797231300000000,-86.815063899999998,Singanpore Police Station,3.700000000000000,"-3",State police,·,6RG4+524,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Vadod+Police+Choki/data=!4m7!3m6!1s0x3be051d35cb106d1:0x64f0c0ac08a5b934!8m2!3d21.1235513!4d72.8351854!16s%2Fg%2F11gtzcqbqn!19sChIJ0QaxXNNR4DsRNLmlCKzA8GQ?authuser=0&hl=en&rclk=1,21.123551299999999,72.835185400000000,Vadod Police Choki,,,Sheriff's department,·,4RFP+C3F,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Olpad+Police+Station/data=!4m7!3m6!1s0x3be04a80340fb471:0xd586979dc98e66a3!8m2!3d21.3372955!4d72.7511842!16s%2Fg%2F1hjgj6bl5!19sChIJcbQPNIBK4DsRo2aOyZ2XhtU?authuser=0&hl=en&rclk=1,21.337295500000000,72.751184199999997,Olpad Police Station,3.900000000000000,"-9",Police station,·,"8QP2+WF7, Olpad Rd",·,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/DCB+Cyber+cell/data=!4m7!3m6!1s0x3be04dfde38266d3:0x7cd3998aa6e0815d!8m2!3d21.1804534!4d72.8007943!16s%2Fg%2F11nf_1v_s6!19sChIJ02aC4_1N4DsRXYHgpoqZ03w?authuser=0&hl=en&rclk=1,21.180453400000001,72.800794300000007,DCB Cyber cell,,,Sheriff's department,·,"M-2, Surat - Dumas Rd",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Bhatena+Police+Chowki/data=!4m7!3m6!1s0x3be04fcacbfb0907:0xf3d72beeaf57f4de!8m2!3d21.1699958!4d72.8423637!16s%2Fg%2F11f8jv05j7!19sChIJBwn7y8pP4DsR3vRXr-4r1_M?authuser=0&hl=en&rclk=1,21.169995799999999,72.842363700000007,Bhatena Police Chowki,,,Civil police,·,"5R9R+XWX, Unnamed Road",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Marine+Police+Station/data=!4m7!3m6!1s0x3be1b27d49a3aab7:0xa4b19363d93b2f1a!8m2!3d21.0965389!4d72.65086!16s%2Fg%2F1txnmxzl!19sChIJt6qjSX2y4TsRGi872WOTsaQ?authuser=0&hl=en&rclk=1,37.010050300000003,35.313330700000002,Marine Police Station,3.600000000000000,"-10",Police station,·,"3MW2+J89, Essar Road, Surat District Near VTS",,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,Website
https://www.google.com/maps/place/Utran+Police+Station/data=!4m7!3m6!1s0x3be04fb9ce39df61:0xde206132c19aa470!8m2!3d21.2296454!4d72.8547807!16s%2Fg%2F11t76pp011!19sChIJYd85zrlP4DsRcKSawTJhIN4?authuser=0&hl=en&rclk=1,21.229645399999999,72.854780700000006,Utran Police Station,5.000000000000000,"-7",State police,·,"6VH3+VW2, Utran Police Station, Rajput Faliyu, Utran Gam",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Palsana+Police+Station/data=!4m7!3m6!1s0x3be05bf978a55ccd:0xc0abe1e5378b72db!8m2!3d21.086292!4d72.9878104!16s%2Fg%2F1vs1qb21!19sChIJzVylePlb4DsR23KLN-Xhq8A?authuser=0&hl=en&rclk=1,21.086292000000000,72.987810400000001,Palsana Police Station,3.200000000000000,"-15",Police department,·,"Nr.Silicon Township, Chalthan canal, N.H.No.8 Kadodara Ta.Palsana",,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/kamrej+Police+Station/data=!4m7!3m6!1s0x3be047b1607255a9:0x6b09dd60e28267b9!8m2!3d21.2847111!4d72.9747913!16s%2Fg%2F11g2wqsqx8!19sChIJqVVyYLFH4DsRuWeC4mDdCWs?authuser=0&hl=en&rclk=1,21.269524100000002,72.957660099999998,kamrej Police Station,2.500000000000000,"-4",Sheriff's department,·,7XMF+VWM,,Open 24 hours,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Police/data=!4m7!3m6!1s0x3be04fa5da596ba7:0xcce171c38a75280!8m2!3d21.1951329!4d72.819781!16s%2Fg%2F11h2cm7rrg!19sChIJp2tZ2qVP4DsRgFKnOBwXzgw?authuser=0&hl=en&rclk=1,36.797231300000000,-86.815063899999998,Police,,,Police academy,,,,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,Website
https://www.google.com/maps/place/Police+Commissioner+Office/data=!4m7!3m6!1s0x3be04dd8c23dc4db:0x35faeff63d0931f2!8m2!3d21.182306!4d72.803765!16s%2Fg%2F11cst1gd0h!19sChIJ28Q9wthN4DsR8jEJPfbv-jU?authuser=0&hl=en&rclk=1,56.449151000000001,29.293426000000000,Police Commissioner Office,4.400000000000001,"-14",Bus stop,,,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Bhestan+Aawas+Police+Choki/data=!4m7!3m6!1s0x3be051e971cbb1d9:0x2ccaa0c61ac13fee!8m2!3d21.1291135!4d72.8682237!16s%2Fg%2F11s0znsfv7!19sChIJ2bHLcelR4DsR7j_BGsagyiw?authuser=0&hl=en&rclk=1,21.130258300000001,72.854501900000002,Bhestan Aawas Police Choki,5.000000000000000,"-1",Government office,·,4VH9+J7X,,Open now,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Bardoli+Police+Station/data=!4m7!3m6!1s0x3be06714d1450a1f:0xa567a3d9e2e64bd!8m2!3d21.1158346!4d73.111702!16s%2Fg%2F1w0h5zs6!19sChIJHwpF0RRn4DsRvWQunj16Vgo?authuser=0&hl=en&rclk=1,21.115834599999999,73.111701999999994,Bardoli Police Station,4.300000000000000,"-27",Police department,·,"Near Sardar Baug, Limda Chowk, 171, Station Rd",02622 220 168,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Delhi+Gate+Police+Station/data=!4m7!3m6!1s0x3be04f4105ff9b31:0xd0f5070a96f23dd3!8m2!3d21.2050475!4d72.839375!16s%2Fg%2F11fd56x229!19sChIJMZv_BUFP4DsR0z3ylgoH9dA?authuser=0&hl=en&rclk=1,21.205047499999999,72.839375000000004,Delhi Gate Police Station,5.000000000000000,"-1",Civil police,·,6R4Q+2P9,,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
https://www.google.com/maps/place/Saroli+police+station/data=!4m7!3m6!1s0x3be04f26b75e2b2b:0xd74781831baa172a!8m2!3d21.192772!4d72.8893496!16s%2Fg%2F11jz3vt6yb!19sChIJKytetyZP4DsRKheqG4OBR9c?authuser=0&hl=en&rclk=1,21.192772000000001,72.889349600000003,Saroli police station,,,State police,·,"patel faliyu, 14 shree sai deep, opp. Shriya hights",,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,Directions
,72.849559999999997,21.209350000000001,,,,,,,,,,
,72.875559999999993,21.220628000000001,,,,,,,,,,
,72.903250999999997,21.222280000000001,,,,,,,,,,
,72.857121000000006,21.175996000000001,,,,,,,,,,
,72.880679999999998,21.155100000000001,,,,,,,,,,
,72.833810999999997,21.198336000000001,,,,,,,,,,
,72.872029999999995,21.189209999999999,,,,,,,,,,
,72.830470000000005,21.216790000000000,,,,,,,,,,
,72.827439999999996,21.204070000000002,,,,,,,,,,
,72.805030000000002,21.225320000000000,,,,,,,,,,
,72.819320000000005,21.198239999999998,,,,,,,,,,
,72.803719999999998,21.179099999999998,,,,,,,,,,
,72.840000000000003,21.141890000000000,,,,,,,,,,
,72.881569999999996,21.087370000000000,,,,,,,,,,
,72.864459999999994,21.100829999999998,,,,,,,,,,
,72.851789999999994,21.247450000000001,,,,,,,,,,
,72.784400000000005,21.201850000000000,,,,,,,,,,
,72.710220000000007,21.185939999999999,,,,,,,,,,
,72.660650000000004,21.146799999999999,,,,,,,,,,
,72.650850000000005,21.096530000000001,,,,,,,,,,
,72.707610000000003,21.094069999999999,,,,,,,,,,
,72.803719999999998,21.179099999999998,,,,,,,,,,
,72.800799999999995,21.180454000000001,,,,,,,,,,
